code,codeName,peTTM,pbMRQ,close,totalValue,industry,roe_mean,roe_std,roe_count,roe_volatility,amount,stockDividend,dividend_yield,pe_rank,pb_rank,dividend_rank,roe_mean_rank,roe_volatility_rank,total_rank
sh.601818,光大银行,5.131499,0.415788,3.5,162430507867.9078,J66货币金融服务,0.05418257894736842,0.023895761744887334,19.0,0.4410229673286513,0.29400000000000004,0.0,0.084,7.0,5.0,8.0,439.0,86.0,20.0
sh.600015,华夏银行,3.9865,0.350721,6.8,104635760113.55571,J66货币金融服务,0.04607810526315789,0.023486857114126937,19.0,0.5097183788263542,0.505,0.0,0.07426470588235294,1.0,3.0,18.0,495.0,219.0,22.0
sh.600016,民生银行,5.611281,0.303091,3.89,137950778352.2608,J66货币金融服务,0.042811052631578944,0.0148929108731253,19.0,0.34787537230840626,0.328,0.0,0.08431876606683805,14.0,1.0,7.0,518.0,27.0,22.0
sh.601668,中国建筑,4.764138,0.441311,5.15,212781867357.9802,E48土木工程建筑业,0.08448315789473684,0.039229919356224864,19.0,0.4643519529076318,0.27149999999999996,0.0,0.052718446601941735,5.0,8.0,74.0,239.0,127.0,87.0
sh.601390,中国中铁,5.36373,0.421609,5.39,110370314962.96297,E48土木工程建筑业,0.05756005263157894,0.02968713988033967,19.0,0.5157594290324282,0.26,0.0,0.04823747680890538,10.0,7.0,86.0,415.0,232.0,103.0
sh.600820,隧道股份,7.740736,0.63441,6.28,19744777967.416603,E48土木工程建筑业,0.04459726315789474,0.03318215745085854,19.0,0.7440402190909902,0.4,0.0,0.06369426751592357,42.0,31.0,47.0,505.0,493.0,120.0
sh.601919,中远海控,6.094768,0.998459,14.97,188761414489.79593,G55水上运输业,0.29912757894736847,0.29763891695089506,19.0,0.9950233208127716,2.11,0.0,0.14094856379425516,22.0,97.0,2.0,5.0,588.0,121.0
sh.600153,建发股份,13.428269,0.490938,9.43,27344334484.924625,L72商务服务业,0.059583263157894736,0.06143274069151844,19.0,1.031040218940722,0.7,0.0,0.07423117709437964,137.0,13.0,19.0,403.0,595.0,169.0
sh.600023,浙能电力,9.402081,0.912769,5.11,68511541534.8682,D44电力、热力生产和供应业,0.03989142105263158,0.04062908634807743,19.0,1.0184918279665343,0.33999999999999997,0.0,0.06653620352250489,62.0,76.0,38.0,533.0,592.0,176.0
sh.600219,南山铝业,10.449783,1.027011,4.6,53424088129.63387,C32有色金属冶炼和压延加工业,0.04987884210526315,0.02597767785846396,19.0,0.5208155755428578,0.4683999999999999,0.0,0.10182608695652173,78.0,104.0,3.0,467.0,246.0,185.0
sh.600704,物产中大,7.350924,0.6825,5.4,27925235711.560474,F51批发业,0.06806978947368421,0.03478240192744178,19.0,0.510981482334225,0.21000000000000002,0.0,0.03888888888888889,35.0,38.0,116.0,339.0,222.0,189.0
sh.600582,天地科技,8.496949,0.928108,5.72,23672589391.669163,C35专用设备制造业,0.06850794736842106,0.02966675886965763,19.0,0.4330411289381677,0.317,0.0,0.05541958041958042,48.0,81.0,67.0,335.0,78.0,196.0
sh.600177,雅戈尔,13.508173,0.821762,7.61,35183155223.41376,C18纺织服装、服饰业,0.06998594736842105,0.04191117624807345,19.0,0.5988513097842918,0.6599999999999999,0.0,0.08672798948751641,140.0,59.0,5.0,321.0,370.0,204.0
sh.600098,广州发展,10.332702,0.865558,6.79,23804757483.870968,D44电力、热力生产和供应业,0.04142115789473684,0.02246746489744957,19.0,0.5424151819837075,0.37,0.0,0.054491899852724596,76.0,67.0,68.0,526.0,286.0,211.0
sh.600018,上港集团,8.898283,0.916103,5.51,128076424514.52283,G55水上运输业,0.087664,0.043144323007526464,19.0,0.49215553713641247,0.245,0.0,0.04446460980036298,54.0,77.0,101.0,221.0,181.0,232.0
sh.601857,中国石油,11.061955,1.122686,9.56,1548197228511.0874,B07石油和天然气开采业,0.06643242105263159,0.03039851659815691,19.0,0.45758556012994706,0.6900000000000001,0.0,0.07217573221757323,84.0,126.0,26.0,350.0,115.0,236.0
sh.601898,中煤能源,9.932336,1.085196,12.88,117850481132.07547,B06煤炭开采和洗选业,0.0900607894736842,0.04143363547835523,19.0,0.46006298324158207,0.758,0.0,0.05885093167701863,68.0,114.0,59.0,209.0,121.0,241.0
sh.600741,华域汽车,8.962814,0.956174,19.63,61885868818.86928,C36汽车制造业,0.06930589473684211,0.038932790809426,19.0,0.5617529498357351,0.8,0.0,0.04075394803871626,57.0,88.0,108.0,328.0,319.0,253.0
sh.600008,首创环保,12.86555,1.050782,2.99,21949461447.352837,D46水的生产和供应业,0.05238463157894736,0.03856506588900623,19.0,0.736190457517792,0.21,0.0,0.07023411371237458,119.0,106.0,29.0,448.0,490.0,254.0
sz.000651,格力电器,7.22163,1.584342,40.85,225300477000.65775,C38电气机械和器材制造业,0.13621110526315788,0.0778103298011651,19.0,0.5712480612416783,4.0,0.0,0.09791921664626682,32.0,219.0,4.0,60.0,339.0,255.0
sh.600585,海螺水泥,13.19685,0.610142,21.92,87668218610.87294,C30非金属矿物制品业,0.05271810526315789,0.04645376644925186,19.0,0.8811729142647341,0.95,0.0,0.043339416058394156,129.0,28.0,103.0,447.0,568.0,260.0
sh.600998,九州通,9.1742,0.965558,5.07,25563276263.04802,F51批发业,0.063987,0.029022151356047562,19.0,0.45356324497237815,0.2,0.0,0.03944773175542406,58.0,91.0,113.0,372.0,112.0,262.0
sh.601006,大秦铁路,16.426146,0.657413,5.43,109407926299.81024,G53铁路运输业,0.05548794736842105,0.027271831836517664,19.0,0.49149109184814493,0.34924,0.0,0.06431675874769797,189.0,32.0,44.0,429.0,180.0,265.0
sh.600027,华电国际,9.188375,1.242732,5.21,44340354664.74883,D44电力、热力生产和供应业,0.0365021052631579,0.03725546658902666,19.0,1.0206388459086808,0.3,0.0,0.05758157389635316,59.0,152.0,64.0,564.0,593.0,275.0
sh.601318,中国平安,8.648441,1.229932,67.0,714212525519.4674,J68保险业,0.08350257894736841,0.036717556939298714,19.0,0.4397176398880057,3.5,0.0,0.05223880597014925,49.0,149.0,77.0,245.0,84.0,275.0
sh.600282,南钢股份,11.693183,1.163882,5.09,31379684843.787643,C31黑色金属冶炼和压延加工业,0.06640057894736841,0.03891633683417086,19.0,0.5860843000332484,0.3036,0.0,0.05964636542239685,91.0,134.0,57.0,351.0,357.0,282.0
sh.600583,海油工程,11.678161,0.874861,5.34,23609410953.553535,B11开采专业及辅助性活动,0.03762342105263159,0.023679725846094558,19.0,0.629387896782934,0.20099999999999998,0.0,0.037640449438202245,90.0,70.0,123.0,551.0,407.0,283.0
sh.600985,淮北矿业,17.065234,0.736441,11.32,30486400837.25798,B06煤炭开采和洗选业,0.10507868421052632,0.06310384116680892,19.0,0.6005389355692698,0.75,0.0,0.06625441696113074,208.0,49.0,39.0,146.0,372.0,296.0
sh.601298,青岛港,10.286029,1.243466,8.69,46851682298.603645,G55水上运输业,0.07707521052631579,0.03422492435926865,19.0,0.44404581091067197,0.46070000000000005,0.0,0.05301495972382049,75.0,154.0,73.0,277.0,92.0,302.0
sz.001965,招商公路,13.027777,1.008517,9.92,67408989907.854324,G54道路运输业,0.05208684210526317,0.026456611805963776,19.0,0.5079327280486148,0.417,0.0,0.04203629032258065,124.0,100.0,106.0,451.0,215.0,330.0


统计项,数值
行业分布统计：,
,J66货币金融服务: 3只
,E48土木工程建筑业: 3只
,G55水上运输业: 3只
,L72商务服务业: 1只
,D44电力、热力生产和供应业: 3只
,C32有色金属冶炼和压延加工业: 1只
,F51批发业: 2只
,C35专用设备制造业: 1只
,C18纺织服装、服饰业: 1只
,B07石油和天然气开采业: 1只
,B06煤炭开采和洗选业: 2只
,C36汽车制造业: 1只
,D46水的生产和供应业: 1只
,C38电气机械和器材制造业: 1只
,C30非金属矿物制品业: 1只
,G53铁路运输业: 1只
,J68保险业: 1只
,C31黑色金属冶炼和压延加工业: 1只
,B11开采专业及辅助性活动: 1只
,G54道路运输业: 1只
统计信息：,
,目标日期：2025-12-16
,总股票数量：722
,筛选后股票数量：30
,涉及行业数量：20
,有分红的股票数量：365
,平均分红收益率：0.016
,最高分红收益率：0.383
,分红数据年份范围：2024年-2025年
,ROE数据年份范围：2021年-2025年（共5年）
,有ROE数据的股票数量：660
,平均ROE均值：6.55%
,平均ROE波动率：62.26%
前100只股票估值统计：,
,前100只股票估值统计：
,综合PE均值：9.65
,综合PB均值：0.935
,综合PE*PB均值：9.56
,综合PE中位数：9.07
,综合PB中位数：0.897
,综合PE*PB中位数：8.95
筛选后30只股票估值统计：,
,筛选后30只股票估值统计：
,综合PE均值：9.70
,综合PB均值：0.858
,综合PE*PB均值：8.55
,综合PE中位数：9.30
,综合PB中位数：0.914
,综合PE*PB中位数：8.90
